Year,Area,Fin,Sperm,Humpback,Sei,Bryde's,Minke,Gray,Bowhead,Total,CODE,latitudes,longitudes,size
2004.0,NW Pacific,0.0,3.0,0.0,100.0,51.0,100.0,0.0,0.0,254.0,None,31.3900266,-156.550517,2.0
2004.0,W. Greenland,13.0,0.0,1.0,0.0,0.0,179.0,0.0,0.0,193.0,None,75.3906409,-66.8595852,2.0
2005.0,Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,None,58.1769992,-167.136665,2.0
2005.0,Antarctic,10.0,0.0,0.0,0.0,0.0,856.0,0.0,0.0,866.0,None,-62.9569253,-60.6328425,2.0
2005.0,Chukotka,0.0,0.0,0.0,0.0,0.0,0.0,124.0,2.0,126.0,None,69.4467673,-171.3853847,2.0
2005.0,E. Greenland,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,None,68.4275896,-32.55215,2.0
2005.0,Iceland,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,39.0,ISL,65.6750207,-9.0916241,2.0
2005.0,Indonesia,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,IDN,-9.6004834,121.7535375,2.0
2005.0,Japan,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,121.0,JPN,28.056319,149.4087118,2.0
2005.0,Korea,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,KOR,37.253807,131.2362315,2.0
2005.0,NE Atlantic,0.0,0.0,0.0,0.0,0.0,639.0,0.0,0.0,639.0,None,56.5499995,-24.0,2.0
2005.0,NE Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,None,53.8878796,-53.5909151,2.0
2005.0,NW Pacific,0.0,5.0,0.0,100.0,50.0,101.0,0.0,0.0,256.0,None,31.3900266,-156.550517,2.0
2005.0,W. Greenland,13.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,189.0,None,75.3906409,-66.8595852,2.0
2005.0,W.Indies,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,None,13.6571919,-60.8986297,2.0
2006.0,Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,None,58.1769992,-167.136665,2.0
2006.0,Antarctic,3.0,0.0,0.0,0.0,0.0,508.0,0.0,0.0,511.0,None,-62.9569253,-60.6328425,2.0
2006.0,Chukotka,0.0,0.0,0.0,0.0,0.0,0.0,134.0,3.0,137.0,None,69.4467673,-171.3853847,2.0
2006.0,E. Greenland,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,None,68.4275896,-32.55215,2.0
2006.0,Iceland,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,61.0,ISL,65.6750207,-9.0916241,2.0
2006.0,Indonesia,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,IDN,-9.6004834,121.7535375,2.0
2006.0,Japan,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,97.0,JPN,28.056319,149.4087118,2.0
2006.0,Korea,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,KOR,37.253807,131.2362315,2.0
2006.0,NE Atlantic,0.0,0.0,0.0,0.0,0.0,545.0,0.0,0.0,545.0,None,56.5499995,-24.0,2.0
2006.0,NW Pacific,0.0,6.0,0.0,101.0,51.0,100.0,0.0,0.0,258.0,None,31.3900266,-156.550517,2.0
2006.0,W. Greenland,10.0,0.0,1.0,1.0,0.0,181.0,0.0,0.0,193.0,None,75.3906409,-66.8595852,2.0
2006.0,W. Iceland,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,None,64.9098481,-21.9188185,2.0
2006.0,W.Indies,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,None,13.6571919,-60.8986297,2.0
2007.0,Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,None,58.1769992,-167.136665,2.0
2007.0,Antarctic,0.0,0.0,0.0,0.0,0.0,551.0,0.0,0.0,551.0,None,-62.9569253,-60.6328425,2.0
2007.0,Chukotka,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,131.0,None,69.4467673,-171.3853847,2.0
2007.0,E. Greenland,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,None,68.4275896,-32.55215,2.0
2007.0,Iceland,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,45.0,ISL,65.6750207,-9.0916241,2.0
2007.0,Indonesia,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,IDN,-9.6004834,121.7535375,2.0
2007.0,Japan,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,108.0,JPN,28.056319,149.4087118,2.0
2007.0,Korea,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,KOR,37.253807,131.2362315,2.0
2007.0,NE Atlantic,0.0,0.0,0.0,0.0,0.0,597.0,0.0,0.0,597.0,None,56.5499995,-24.0,2.0
2007.0,NW Pacific,0.0,3.0,0.0,100.0,50.0,100.0,0.0,0.0,253.0,None,31.3900266,-156.550517,2.0
2007.0,USA W coast,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,None,29.1130403,-128.4039841,2.0
2007.0,W. Greenland,12.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,179.0,None,75.3906409,-66.8595852,2.0
2007.0,W.Indies,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,None,13.6571919,-60.8986297,2.0
2008.0,Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,None,58.1769992,-167.136665,2.0
2008.0,Antarctic,1.0,0.0,0.0,0.0,0.0,680.0,0.0,0.0,681.0,None,-62.9569253,-60.6328425,2.0
2008.0,Chukotka,0.0,0.0,0.0,0.0,0.0,0.0,130.0,2.0,132.0,None,69.4467673,-171.3853847,2.0
2008.0,E. Greenland,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,None,68.4275896,-32.55215,2.0
2008.0,Iceland,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,38.0,ISL,65.6750207,-9.0916241,2.0
2008.0,Indonesia,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,IDN,-9.6004834,121.7535375,2.0
2008.0,Japan,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,112.0,JPN,28.056319,149.4087118,2.0
2008.0,Korea,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,KOR,37.253807,131.2362315,2.0
2008.0,NE Atlantic,0.0,0.0,0.0,0.0,0.0,536.0,0.0,0.0,536.0,None,56.5499995,-24.0,2.0
2008.0,NE Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,None,53.8878796,-53.5909151,2.0
2008.0,NW Pacific,0.0,2.0,0.0,100.0,50.0,59.0,0.0,0.0,211.0,None,31.3900266,-156.550517,2.0
2008.0,W. Greenland,14.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,167.0,None,75.3906409,-66.8595852,2.0
2008.0,W.Indies,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,None,13.6571919,-60.8986297,2.0
2009.0,Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,None,58.1769992,-167.136665,2.0
2009.0,Antarctic,1.0,0.0,0.0,0.0,0.0,507.0,0.0,0.0,508.0,None,-62.9569253,-60.6328425,2.0
2009.0,Chukotka,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,116.0,None,69.4467673,-171.3853847,2.0
2009.0,E. Greenland,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,None,68.4275896,-32.55215,2.0
2009.0,Iceland,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,81.0,ISL,65.6750207,-9.0916241,2.0
2009.0,Indonesia,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,IDN,-9.6004834,121.7535375,2.0
2009.0,Japan,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,122.0,JPN,28.056319,149.4087118,2.0
2009.0,Korea,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,KOR,37.253807,131.2362315,2.0
2009.0,NE Atlantic,0.0,0.0,0.0,0.0,0.0,484.0,0.0,0.0,484.0,None,56.5499995,-24.0,2.0
2009.0,NE Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,None,53.8878796,-53.5909151,2.0
2009.0,NW Pacific,0.0,1.0,0.0,101.0,50.0,43.0,0.0,0.0,195.0,None,31.3900266,-156.550517,2.0
2009.0,W. Greenland,10.0,0.0,0.0,0.0,0.0,164.0,0.0,3.0,177.0,None,75.3906409,-66.8595852,2.0
2009.0,W. Iceland,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,None,64.9098481,-21.9188185,2.0
2009.0,W.Indies,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,None,13.6571919,-60.8986297,2.0
2010.0,Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,None,58.1769992,-167.136665,2.0
2010.0,Antarctic,2.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,173.0,None,-62.9569253,-60.6328425,2.0
2010.0,Chukotka,0.0,0.0,0.0,0.0,0.0,0.0,118.0,2.0,120.0,None,69.4467673,-171.3853847,2.0
2010.0,E. Greenland,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,None,68.4275896,-32.55215,2.0
2010.0,Iceland,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,60.0,ISL,65.6750207,-9.0916241,2.0
2010.0,Indonesia,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,IDN,-9.6004834,121.7535375,2.0
2010.0,Japan,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,105.0,JPN,28.056319,149.4087118,2.0
2010.0,Korea,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,12.0,KOR,37.253807,131.2362315,2.0
2010.0,NE Atlantic,0.0,0.0,0.0,0.0,0.0,468.0,0.0,0.0,468.0,None,56.5499995,-24.0,2.0
2010.0,NE Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,None,53.8878796,-53.5909151,2.0
2010.0,NW Pacific,0.0,3.0,0.0,100.0,50.0,14.0,0.0,0.0,167.0,None,31.3900266,-156.550517,2.0
2010.0,W. Greenland,6.0,0.0,9.0,0.0,0.0,187.0,0.0,3.0,205.0,None,75.3906409,-66.8595852,2.0
2010.0,W. Iceland,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,None,64.9098481,-21.9188185,2.0
2010.0,W.Indies,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,None,13.6571919,-60.8986297,2.0
2011.0,Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,None,58.1769992,-167.136665,2.0
2011.0,Antarctic,1.0,0.0,0.0,0.0,0.0,266.0,0.0,0.0,267.0,None,-62.9569253,-60.6328425,2.0
2011.0,Chukotka,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,130.0,None,69.4467673,-171.3853847,2.0
2011.0,E. Greenland,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,None,68.4275896,-32.55215,2.0
2011.0,Iceland,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,58.0,ISL,65.6750207,-9.0916241,2.0
2011.0,Indonesia,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,IDN,-9.6004834,121.7535375,2.0
2011.0,Japan,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,77.0,JPN,28.056319,149.4087118,2.0
2011.0,Korea,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,KOR,37.253807,131.2362315,2.0
2011.0,NE Atlantic,0.0,0.0,0.0,0.0,0.0,533.0,0.0,0.0,533.0,None,56.5499995,-24.0,2.0
2011.0,NE Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,None,53.8878796,-53.5909151,2.0
2011.0,NW Pacific,0.0,1.0,0.0,96.0,50.0,49.0,0.0,0.0,196.0,None,31.3900266,-156.550517,2.0
2011.0,W. Greenland,5.0,0.0,8.0,0.0,0.0,179.0,0.0,1.0,193.0,None,75.3906409,-66.8595852,2.0
2011.0,W.Indies,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,None,13.6571919,-60.8986297,2.0
2012.0,Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,None,58.1769992,-167.136665,2.0
2012.0,Antarctic,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,103.0,None,-62.9569253,-60.6328425,2.0
2012.0,Chukotka,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,143.0,None,69.4467673,-171.3853847,2.0
2012.0,E. Greenland,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,None,68.4275896,-32.55215,2.0
2012.0,Iceland,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,52.0,ISL,65.6750207,-9.0916241,2.0
2012.0,Indonesia,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,IDN,-9.6004834,121.7535375,2.0
2012.0,Japan,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,110.0,JPN,28.056319,149.4087118,2.0
2012.0,Korea,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,KOR,37.253807,131.2362315,2.0
2012.0,NE Atlantic,0.0,0.0,0.0,0.0,0.0,464.0,0.0,0.0,464.0,None,56.5499995,-24.0,2.0
2012.0,NE Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,None,53.8878796,-53.5909151,2.0
2012.0,NW Pacific,0.0,3.0,0.0,100.0,34.0,74.0,0.0,0.0,211.0,None,31.3900266,-156.550517,2.0
2012.0,W. Greenland,5.0,0.0,10.0,0.0,0.0,148.0,0.0,0.0,163.0,None,75.3906409,-66.8595852,2.0
2012.0,W.Indies,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,None,13.6571919,-60.8986297,2.0
2013.0,Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,None,58.1769992,-167.136665,2.0
2013.0,Antarctic,0.0,0.0,0.0,0.0,0.0,251.0,0.0,0.0,251.0,None,-62.9569253,-60.6328425,2.0
2013.0,Chukotka,0.0,0.0,0.0,0.0,0.0,0.0,127.0,1.0,128.0,None,69.4467673,-171.3853847,2.0
2013.0,E. Greenland,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,None,68.4275896,-32.55215,2.0
2013.0,Iceland,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,35.0,ISL,65.6750207,-9.0916241,2.0
2013.0,Indonesia,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,IDN,-9.6004834,121.7535375,2.0
2013.0,Japan,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,92.0,JPN,28.056319,149.4087118,2.0
2013.0,Korea,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,KOR,37.253807,131.2362315,2.0
2013.0,NE Atlantic,0.0,0.0,0.0,0.0,0.0,594.0,0.0,0.0,594.0,None,56.5499995,-24.0,2.0
2013.0,NE Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,None,53.8878796,-53.5909151,2.0
2013.0,NW Pacific,0.0,1.0,0.0,100.0,28.0,3.0,0.0,0.0,132.0,None,31.3900266,-156.550517,2.0
2013.0,W. Greenland,9.0,0.0,8.0,0.0,0.0,175.0,0.0,0.0,192.0,None,75.3906409,-66.8595852,2.0
2013.0,W. Iceland,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,None,64.9098481,-21.9188185,2.0
2013.0,W.Indies,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,None,13.6571919,-60.8986297,2.0
2014.0,Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,None,58.1769992,-167.136665,2.0
2014.0,Antarctic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,-62.9569253,-60.6328425,2.0
2014.0,Chukotka,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,124.0,None,69.4467673,-171.3853847,2.0
2014.0,E. Greenland,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,None,68.4275896,-32.55215,2.0
2014.0,Iceland,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,ISL,65.6750207,-9.0916241,2.0
2014.0,Indonesia,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,IDN,-9.6004834,121.7535375,2.0
2014.0,Japan,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,81.0,JPN,28.056319,149.4087118,2.0
2014.0,Korea,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,KOR,37.253807,131.2362315,2.0
2014.0,NE Atlantic,0.0,0.0,0.0,0.0,0.0,736.0,0.0,0.0,736.0,None,56.5499995,-24.0,2.0
2014.0,NE Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,None,53.8878796,-53.5909151,2.0
2014.0,NW Pacific,0.0,0.0,0.0,90.0,25.0,0.0,0.0,0.0,115.0,None,31.3900266,-156.550517,2.0
2014.0,W. Greenland,12.0,0.0,7.0,0.0,0.0,146.0,0.0,0.0,165.0,None,75.3906409,-66.8595852,2.0
2014.0,W. Iceland,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,None,64.9098481,-21.9188185,2.0
2014.0,W.Indies,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,None,13.6571919,-60.8986297,2.0
2015.0,Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,None,58.1769992,-167.136665,2.0
2015.0,Antarctic,0.0,0.0,0.0,0.0,0.0,335.0,0.0,0.0,335.0,None,-62.9569253,-60.6328425,2.0
2015.0,Chukotka,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,125.0,None,69.4467673,-171.3853847,2.0
2015.0,E. Greenland,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,None,68.4275896,-32.55215,2.0
2015.0,Iceland,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,29.0,ISL,65.6750207,-9.0916241,2.0
2015.0,Indonesia,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,IDN,-9.6004834,121.7535375,2.0
2015.0,Japan,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,70.0,JPN,28.056319,149.4087118,2.0
2015.0,Korea,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,16.0,KOR,37.253807,131.2362315,2.0
2015.0,NE Atlantic,0.0,0.0,0.0,0.0,0.0,660.0,0.0,0.0,660.0,None,56.5499995,-24.0,2.0
2015.0,NE Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,None,53.8878796,-53.5909151,2.0
2015.0,NW Pacific,0.0,0.0,0.0,90.0,25.0,0.0,0.0,0.0,115.0,None,31.3900266,-156.550517,2.0
2015.0,W. Greenland,12.0,0.0,6.0,0.0,0.0,133.0,0.0,1.0,152.0,None,75.3906409,-66.8595852,2.0
2015.0,W. Iceland,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,None,64.9098481,-21.9188185,2.0
2015.0,W.Indies,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,None,13.6571919,-60.8986297,2.0
2016.0,Alaska,0.0,0.0,1.0,0.0,0.0,2.0,0.0,59.0,62.0,None,58.1769992,-167.136665,2.0
2016.0,Antarctic,0.0,0.0,0.0,0.0,0.0,335.0,0.0,0.0,335.0,None,-62.9569253,-60.6328425,2.0
2016.0,Chukotka,0.0,0.0,0.0,0.0,0.0,0.0,120.0,2.0,122.0,None,69.4467673,-171.3853847,2.0
2016.0,E. Greenland,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,None,68.4275896,-32.55215,2.0
2016.0,Iceland,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,46.0,ISL,65.6750207,-9.0916241,2.0
2016.0,Indonesia,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,IDN,-9.6004834,121.7535375,2.0
2016.0,Japan,0.0,0.0,0.0,0.0,1.0,37.0,0.0,0.0,38.0,JPN,28.056319,149.4087118,2.0
2016.0,NE Atlantic,0.0,0.0,0.0,0.0,0.0,591.0,0.0,0.0,591.0,None,56.5499995,-24.0,2.0
2016.0,NE Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,None,53.8878796,-53.5909151,2.0
2016.0,NW Pacific,0.0,0.0,0.0,90.0,25.0,0.0,0.0,0.0,115.0,None,31.3900266,-156.550517,2.0
2016.0,W. Greenland,9.0,0.0,5.0,0.0,0.0,148.0,0.0,0.0,162.0,None,75.3906409,-66.8595852,2.0
2017.0,Alaska,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,58.0,None,58.1769992,-167.136665,2.0
2017.0,Antarctic,0.0,0.0,0.0,0.0,0.0,333.0,0.0,0.0,333.0,None,-62.9569253,-60.6328425,2.0
2017.0,Chukotka,0.0,0.0,0.0,0.0,0.0,0.0,119.0,1.0,120.0,None,69.4467673,-171.3853847,2.0
2017.0,E. Greenland,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,None,68.4275896,-32.55215,2.0
2017.0,Iceland,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,ISL,65.6750207,-9.0916241,2.0
2017.0,Indonesia,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,IDN,-9.6004834,121.7535375,2.0
2017.0,Japan,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,85.0,JPN,28.056319,149.4087118,2.0
2017.0,Korea,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,KOR,37.253807,131.2362315,2.0
2017.0,NE Atlantic,0.0,0.0,0.0,0.0,0.0,432.0,0.0,0.0,432.0,None,56.5499995,-24.0,2.0
2017.0,NE Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,None,53.8878796,-53.5909151,2.0
2017.0,NW Pacific,0.0,0.0,0.0,134.0,0.0,44.0,0.0,0.0,178.0,None,31.3900266,-156.550517,2.0
2017.0,W. Greenland,8.0,0.0,2.0,0.0,0.0,133.0,0.0,0.0,143.0,None,75.3906409,-66.8595852,2.0
2017.0,W.Indies,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,None,13.6571919,-60.8986297,2.0
2018.0,E. Greenland,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,None,68.4275896,-32.55215,2.0
2018.0,Iceland,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,ISL,65.6750207,-9.0916241,2.0
2018.0,Japan,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,128.0,JPN,28.056319,149.4087118,2.0
2018.0,Korea,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,KOR,37.253807,131.2362315,2.0
2018.0,NE Atlantic,0.0,0.0,0.0,0.0,0.0,454.0,0.0,0.0,454.0,None,56.5499995,-24.0,2.0
2018.0,NE Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,None,53.8878796,-53.5909151,2.0
2018.0,NW Pacific,0.0,0.0,0.0,135.0,0.0,43.0,0.0,0.0,178.0,None,31.3900266,-156.550517,2.0
2018.0,W. Greenland,7.0,0.0,6.0,0.0,0.0,116.0,0.0,0.0,129.0,None,75.3906409,-66.8595852,2.0
2018.0,W. Iceland,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,None,64.9098481,-21.9188185,2.0
